cod_interno,descripcion,categoria_producto,ultima_venta,venta_total_hist,cantidad_ultimo_trimestre,stock_actual,costo_total_inventario,dias_sin_venta,clasificacion_rotacion,promedio_venta_mensual,meses_inventario
555,TALCO JOHNSONS ANTES DE DORMIR X 200,HIGIENE PERSONAL,2024-10-10,697000,0.0,,,646,MUERTO,0.0,
563,ACEITE JOHNSONS X 100,OTROS,2024-08-07,125775,0.0,,,710,MUERTO,0.0,
564,TALCO JOHNSON ANTES DE DORMIR X 100,HIGIENE PERSONAL,2025-03-08,3606600,0.0,,,497,MUERTO,0.0,
577,PIJAMA ALEJITO 04-0 TALLA O A 4,ROPA Y TEXTIL,2024-08-06,96600,0.0,,,711,MUERTO,0.0,
622,CREMA JOHNSON ORIGINAL X 800,CREMAS Y CUIDADO PIEL,2024-08-07,1659714,0.0,,,710,MUERTO,0.0,
663,ENTRETENEDOR INFANTEC GB 1379 L,OTROS,2024-10-09,27000,0.0,,,647,MUERTO,0.0,
696,CHUPO JUGO NORMAL MIMO 14825-14837,BIBERONES Y EXTRACTORES,2024-10-14,64940,0.0,,,642,MUERTO,0.0,
697,CHUPO SILICONA NORMAL 1835,BIBERONES Y EXTRACTORES,2026-01-15,97592,0.0,,,184,MUERTO,0.0,
784,PIJAMA FABY BABYS 103,ROPA Y TEXTIL,2024-08-07,108000,0.0,,,710,MUERTO,0.0,
820,SLIPIN SUAVECITAS 0820,OTROS,2024-08-07,551034,0.0,,,710,MUERTO,0.0,
826,COLCHONETA ANTIREFLUJO EXTRASUAVE 1217,MOBILIARIO INFANTIL,2024-08-14,716616,0.0,,,703,MUERTO,0.0,
866,SLEEPING BURBUJA KARINA,OTROS,2024-08-07,367500,0.0,,,710,MUERTO,0.0,
875,CONJUNTO FABY BABYS 0079,OTROS,2024-06-29,21700,0.0,,,749,MUERTO,0.0,
882,PEDIASURE VAINILLA X 400,OTROS,2024-08-06,200000,0.0,,,711,MUERTO,0.0,
887,ENSURE ADVANCE VAINILLA X 400,OTROS,2024-06-28,42525,0.0,,,750,MUERTO,0.0,
895,SHAMPOO JOHNSONS FUERZA VITAMINA X 200,HIGIENE PERSONAL,2024-08-07,101512,0.0,,,710,MUERTO,0.0,
964,TERMICO NEVERA ECONOMICO-ABC PANDA,OTROS,2024-08-07,270000,0.0,,,710,MUERTO,0.0,
969,MANTILLA NEVERA CORAL-TROQUELADO,OTROS,2024-08-07,416000,0.0,,,710,MUERTO,0.0,
1059,BABITAS X 7 INFANTEC BIP 8016,OTROS,2025-02-25,1130284,0.0,,,508,MUERTO,0.0,
1102,SEMANARIO FABY BABYS 0035,OTROS,2024-06-29,33000,0.0,,,749,MUERTO,0.0,
1104,SHAMPOO BABY SOFT CABELLO DOCIL 400+200,HIGIENE PERSONAL,2025-01-14,1900800,0.0,,,550,MUERTO,0.0,
1115,TRICICLO LUCES 698,CAMINADORES Y MONTABLES,2024-07-31,3860000,0.0,,,717,MUERTO,0.0,
1118,CONJUNTO MONGUI 0215,OTROS,2024-08-06,25000,0.0,,,711,MUERTO,0.0,
1119,CONJUNTO MONGUI 0214,OTROS,2024-08-06,25000,0.0,,,711,MUERTO,0.0,
1172,BABITA INFACTEC BIP 8017,OTROS,2026-02-14,2717400,0.0,,,154,MUERTO,0.0,
1183,CONJUNTO BABY COMPANY K 100027,OTROS,2024-08-06,151020,0.0,,,711,MUERTO,0.0,
1190,CONJUNTO VANESLY 1048,OTROS,2024-08-06,88000,0.0,,,711,MUERTO,0.0,
1193,CONJUNTO PUPPET 40236,OTROS,2024-08-06,97020,0.0,,,711,MUERTO,0.0,
1199,VESTIDO ROJITAS 1223,OTROS,2024-08-06,183177,0.0,,,711,MUERTO,0.0,
1214,CONJUNTO CHALOS KIDS 4425,OTROS,2024-08-06,165900,0.0,,,711,MUERTO,0.0,
1218,CONJUNTO ROJITAS 5147,OTROS,2024-08-06,92976,0.0,,,711,MUERTO,0.0,
1266,CONJUNTO AMEN 60034,OTROS,2024-08-06,223600,0.0,,,711,MUERTO,0.0,
1292,CONJUNTO PINTIKAS 9416,OTROS,2025-10-18,56000,0.0,,,273,MUERTO,0.0,
1301,CAMIBUSO PINTIKAS P 229,OTROS,2024-08-06,28480,0.0,,,711,MUERTO,0.0,
1351,ENTRETENEDOR SAFARY GBS 036,OTROS,2025-01-22,157995,0.0,,,542,MUERTO,0.0,
1417,CASITA INFANTIL ABBA 1100,OTROS,2024-12-31,305400,0.0,,,564,MUERTO,0.0,
1419,CORRALITO MALETA ABBA 1105,MOBILIARIO INFANTIL,2025-02-05,2187000,0.0,,,528,MUERTO,0.0,
1420,COCHECITO ABBA POSICIONES 1120,COCHES Y PORTEO,2025-12-04,5550000,0.0,,,226,MUERTO,0.0,
1492,CONJUNTO UVITAS KIDS 364,OTROS,2024-08-06,93400,0.0,,,711,MUERTO,0.0,
1517,CONJUNTO FASHION KIDS 3172,OTROS,2024-08-06,49400,0.0,,,711,MUERTO,0.0,
1549,MANTILLA SUAVECITAS 0822,OTROS,2024-08-07,350329,0.0,,,710,MUERTO,0.0,
1550,RUANA CORAL NEVERA,OTROS,2024-08-07,78000,0.0,,,710,MUERTO,0.0,
1584,CONJUNTO OLA KIDS 2544,OTROS,2024-08-06,147000,0.0,,,711,MUERTO,0.0,
1585,CONJUNTO PINTIKAS M 575,OTROS,2024-08-06,100800,0.0,,,711,MUERTO,0.0,
1646,PIJAMA PANTALON D Y G 6950,ROPA Y TEXTIL,2024-08-06,74000,0.0,,,711,MUERTO,0.0,
1647,CONJUNTO MUSAS 3729,OTROS,2024-08-06,242460,0.0,,,711,MUERTO,0.0,
1653,BATA JUANCHITO 1005,OTROS,2024-08-06,35000,0.0,,,711,MUERTO,0.0,
1724,ACONDICIONADOR ARRURRU SUAVIDAD Y HUMECTACION X 400,ESTUCHES Y KITS REGALO,2025-05-01,2216849,0.0,,,443,MUERTO,0.0,
1728,PIJAMA MEDELLIN PERSONAJES BEBE,ROPA Y TEXTIL,2024-08-06,83600,0.0,,,711,MUERTO,0.0,
1745,CONJUNTO CARTER 2 PIEZAS,OTROS,2024-08-06,50000,0.0,,,711,MUERTO,0.0,
1757,VESTIDO ROJITAS 5137,OTROS,2024-08-06,169074,0.0,,,711,MUERTO,0.0,
1775,CONJUNTO MUSAS 3751,OTROS,2024-08-06,287280,0.0,,,711,MUERTO,0.0,
1776,CAMBIADOR DOBLE FAX ABBA REF 1212,OTROS,2024-12-31,78000,0.0,,,564,MUERTO,0.0,
1788,DISPONIBLE,OTROS,2024-06-28,197954,0.0,,,750,MUERTO,0.0,
1796,LECHE COLANTA X 900,ALIMENTOS Y BEBIDAS,2024-08-07,604820,0.0,,,710,MUERTO,0.0,
1797,CONJUNTO MI ROPITA 703,OTROS,2024-06-29,21200,0.0,,,749,MUERTO,0.0,
1801,CONJUNTO FABY BABYS 0007,OTROS,2024-06-29,42400,0.0,,,749,MUERTO,0.0,
1914,CONJUNTO FABY BABYS 0012,OTROS,2024-06-29,42400,0.0,,,749,MUERTO,0.0,
1936,CONJUNTO ROJITAS 3418,OTROS,2024-08-06,154551,0.0,,,711,MUERTO,0.0,
1939,CONJUNTO CHALOS KIDS 4422,OTROS,2024-08-06,111600,0.0,,,711,MUERTO,0.0,
2037,CONJUNTO CHALOS KIDS 4429,OTROS,2024-08-06,95200,0.0,,,711,MUERTO,0.0,
2109,PIJAMA TATICOS 6021,ROPA Y TEXTIL,2024-10-14,288610,0.0,,,642,MUERTO,0.0,
2116,KIT COLCHONETA NEVERA,MOBILIARIO INFANTIL,2024-08-07,87500,0.0,,,710,MUERTO,0.0,
2134,CAMISETA ENCANTO PRINCESS REF 19,ROPA Y TEXTIL,2024-10-14,63600,0.0,,,642,MUERTO,0.0,
2138,TOALLA SUAVECITA 0809,OTROS,2024-06-29,45864,0.0,,,749,MUERTO,0.0,
2200,ENTRETENEDOR PRINCESS GB 0950,OTROS,2024-07-01,4300,0.0,,,747,MUERTO,0.0,
2201,ENTRETENEDOR CON CADENA BIP 16,OTROS,2024-07-01,11400,0.0,,,747,MUERTO,0.0,
2212,ENTRETENEDOR MARIQUITA GB 0912,OTROS,2024-08-09,17525,0.0,,,708,MUERTO,0.0,
2229,ASPIRADOR NASAL BABY FLYERS GB 1069,OTROS,2024-07-18,93332,0.0,,,730,MUERTO,0.0,
2290,SHAMPOO JOHNSONS GOTAS DE BRILLO X 200,HIGIENE PERSONAL,2024-06-28,29014,0.0,,,750,MUERTO,0.0,
2295,TETERO 2 OZ INFANTEC GB 1084,BIBERONES Y EXTRACTORES,2026-03-02,1470300,0.0,,,138,MUERTO,0.0,
2296,TETERO 2 OZ BABY FLYERS GB 1062,BIBERONES Y EXTRACTORES,2025-05-08,1276723,0.0,,,436,MUERTO,0.0,
2310,TETERO 4 OZ INFAN TEC GB 1264,BIBERONES Y EXTRACTORES,2025-04-22,942908,0.0,,,452,MUERTO,0.0,
2320,TETERO 4 OZ INFANTEC GB 1011,BIBERONES Y EXTRACTORES,2025-05-23,969017,0.0,,,421,MUERTO,0.0,
2355,CONJUNTO PAOLIN 2262,OTROS,2024-08-06,123930,0.0,,,711,MUERTO,0.0,
2388,CREMA JOHNSON AVENA X 800,CREMAS Y CUIDADO PIEL,2024-08-07,961281,0.0,,,710,MUERTO,0.0,
2464,PORTALECHE INFANTEC GB 0781,ALIMENTOS Y BEBIDAS,2024-09-27,100331,0.0,,,659,MUERTO,0.0,
2473,CAMISILLA MERCEDES,OTROS,2024-08-06,4500,0.0,,,711,MUERTO,0.0,
2518,CONJUNTO CATAS 31033,OTROS,2024-08-06,115800,0.0,,,711,MUERTO,0.0,
2519,CONJUNTO VANESLY 2192,OTROS,2024-08-06,68000,0.0,,,711,MUERTO,0.0,
2524,BERMUDA JEAN FASHION KIDS 3825,OTROS,2024-10-14,385700,0.0,,,642,MUERTO,0.0,
2525,BERMUDA FASHION KIDS 3885,OTROS,2024-08-06,103360,0.0,,,711,MUERTO,0.0,
2552,KIT BABY SHOWER WINNY,PAÑALES,2024-09-18,4176874,0.0,,,668,MUERTO,0.0,
2596,CONJUNTO BABY COMPANY K 100063,OTROS,2024-10-14,979000,0.0,,,642,MUERTO,0.0,
2611,PEDIASURE VAINILLA X 900,OTROS,2024-08-06,847536,0.0,,,711,MUERTO,0.0,
2661,VASO INFANTEC GB 1165,OTROS,2026-01-26,960200,0.0,,,173,MUERTO,0.0,
2662,TETERO INFANTEC BIP 1002,BIBERONES Y EXTRACTORES,2024-07-01,6754,0.0,,,747,MUERTO,0.0,
2666,TETERO BOOGY 16651,BIBERONES Y EXTRACTORES,2024-07-01,4829,0.0,,,747,MUERTO,0.0,
2679,CONJUNTO FASHION KIDS 3615,OTROS,2024-08-06,115425,0.0,,,711,MUERTO,0.0,
2696,CAMISILLA TATIS ESTAMPADA 1761,OTROS,2024-10-14,49344,0.0,,,642,MUERTO,0.0,
2751,COBIJA SUAVECITAS 848,ROPA Y TEXTIL,2024-06-29,49392,0.0,,,749,MUERTO,0.0,
2796,SHAMPOO JOHNSONS FUERZA Y VITAMINA X 400,HIGIENE PERSONAL,2024-08-07,89708,0.0,,,710,MUERTO,0.0,
2808,PANAL WINNY GOLD 6 X 20,PAÑALES,2025-03-17,250800,0.0,,,488,MUERTO,0.0,
2913,CONJUNTO OLA KIDS 2538,OTROS,2024-08-06,367500,0.0,,,711,MUERTO,0.0,
2918,TOALLA NEVERA M & M ACCESORIOS,OTROS,2024-08-07,294000,0.0,,,710,MUERTO,0.0,
2950,DRILL FASHION KIDS 3866,OTROS,2024-08-06,112100,0.0,,,711,MUERTO,0.0,
2955,ENTRETENEDOR BABY FLYERS GB 1030,OTROS,2024-07-01,8464,0.0,,,747,MUERTO,0.0,
3038,CREMA ARRURRU X 400 SUAVIDAD Y HUMEC +SHAMPOO X 220 SUAVIDAD Y HUMEC,ESTUCHES Y KITS REGALO,2026-01-16,1977316,0.0,,,183,MUERTO,0.0,
3070,BABUCHA BABY COLOR IMP 853,OTROS,2024-07-01,8355,0.0,,,747,MUERTO,0.0,
3090,REDUCTOR BANO CHILDREN AGARRADERA BB - 2,ACCESORIOS BEBÉ,2024-10-14,416000,0.0,,,642,MUERTO,0.0,
3096,VASO JUGO INFANTEC BIP 1038,ALIMENTOS Y BEBIDAS,2024-07-01,11800,0.0,,,747,MUERTO,0.0,
3171,ENTRETENEDOR BOOGY 12394,OTROS,2024-07-01,2416,0.0,,,747,MUERTO,0.0,
3266,BRAGA BABY TOONS 2287,OTROS,2024-08-06,76000,0.0,,,711,MUERTO,0.0,
3269,CONJUNTO JOGGER PINTIKAS 8049,OTROS,2024-08-06,58880,0.0,,,711,MUERTO,0.0,
3270,CONJUNTO BABY TOONS 2293,OTROS,2024-08-06,133500,0.0,,,711,MUERTO,0.0,
3281,CONJUNTO TOFFY BABY 2153,OTROS,2024-08-06,121856,0.0,,,711,MUERTO,0.0,
3427,CONJUNTO BABY COMPANY K 100067,OTROS,2024-08-06,223600,0.0,,,711,MUERTO,0.0,
3478,TERMO ACERO VACUUM 0.5 LITRO ZD 14 - 500,OTROS,2024-07-03,311594,0.0,,,745,MUERTO,0.0,
3522,ALMOHADA JANEL 1225,OTROS,2024-10-14,168000,0.0,,,642,MUERTO,0.0,
3543,KLIM 1+ 2000G,OTROS,2024-08-07,1134692,0.0,,,710,MUERTO,0.0,
3555,BERMUDA FASHION KIDS 7031,OTROS,2024-08-06,148000,0.0,,,711,MUERTO,0.0,
3556,BERMUDA FASHION KIDS 7036,OTROS,2024-08-06,66400,0.0,,,711,MUERTO,0.0,
3558,PIJAMA TATICOS 3117,ROPA Y TEXTIL,2024-10-14,512040,0.0,,,642,MUERTO,0.0,
3622,CONJUNTO BABY TOONS 2281,OTROS,2024-08-06,96000,0.0,,,711,MUERTO,0.0,
3664,VASO INFAN TEC GBS 413,OTROS,2025-02-25,1581869,0.0,,,508,MUERTO,0.0,
3668,SUJETADOR CHUPO BIP 1085,BIBERONES Y EXTRACTORES,2025-06-10,624000,0.0,,,403,MUERTO,0.0,
3685,CONJUNTO GUAYABERA LAMUS,OTROS,2024-08-06,72000,0.0,,,711,MUERTO,0.0,
3699,VESTIDO CRECIENDO JUNTOS 0106,OTROS,2024-08-06,119800,0.0,,,711,MUERTO,0.0,
3701,CONJUNTO DICARITO 000916,OTROS,2024-08-06,122580,0.0,,,711,MUERTO,0.0,
3768,TRANSPORTE TERRESTRE NEIVA,OTROS,2025-02-06,2000000,0.0,,,527,MUERTO,0.0,
3854,CONJUNTO BABY COMPANY K 100062,OTROS,2024-08-06,299600,0.0,,,711,MUERTO,0.0,
3908,CAMISA KINDOS KIDS,OTROS,2024-08-06,33830,0.0,,,711,MUERTO,0.0,
4026,PANAL WINNY GOLD 5 X 50,PAÑALES,2026-04-18,6610800,0.0,,,91,MUERTO,0.0,
4044,TRANSPORTE TERRESTRE MEDELLIN,OTROS,2025-07-11,31800000,0.0,,,372,MUERTO,0.0,
4249,TETERO BOOGY 17343,BIBERONES Y EXTRACTORES,2024-07-01,5513,0.0,,,747,MUERTO,0.0,
4266,TETERO BOOGY 16968,BIBERONES Y EXTRACTORES,2024-07-01,20121,0.0,,,747,MUERTO,0.0,
4274,SET MANICURE 17456,OTROS,2025-01-11,106893,0.0,,,553,MUERTO,0.0,
4299,ENTRETENEDOR GB 0872,OTROS,2024-07-01,10329,0.0,,,747,MUERTO,0.0,
4315,TETERO INFANTEC GB 1394,BIBERONES Y EXTRACTORES,2024-08-09,55848,0.0,,,708,MUERTO,0.0,
4355,CONJUNTO CHALOS KIDS 4417,OTROS,2024-08-06,115400,0.0,,,711,MUERTO,0.0,
4396,SHAMPOO ARRURU MANZANILLA X 400 + COLONIA X 120,HIGIENE PERSONAL,2024-06-29,123755,0.0,,,749,MUERTO,0.0,
4451,TRANSPORTE TERRESTRE BOGOTA,OTROS,2025-07-11,53700000,0.0,,,372,MUERTO,0.0,
4455,ACEITE JOHNSONS X 50,OTROS,2024-08-07,120118,0.0,,,710,MUERTO,0.0,
4487,BANO LIQUIDO JOHNSON AVENA X 400,HIGIENE PERSONAL,2024-08-07,124469,0.0,,,710,MUERTO,0.0,
4509,ENTRETENEDOR BABY COLOR GBC 5202,OTROS,2025-05-22,273838,0.0,,,422,MUERTO,0.0,
4535,TETERO BOOGY 17968,BIBERONES Y EXTRACTORES,2024-07-01,7500,0.0,,,747,MUERTO,0.0,
4623,CUNA WAKIDS 76756,MOBILIARIO INFANTIL,2024-07-01,376973,0.0,,,747,MUERTO,0.0,
4658,PORTALECHE INFANTEC BIP 1043,ALIMENTOS Y BEBIDAS,2025-03-19,271904,0.0,,,486,MUERTO,0.0,
4665,RUANA SUAVECITAS 0816,OTROS,2024-08-07,165708,0.0,,,710,MUERTO,0.0,
4666,CHALECO SUAVECITAS 0827,OTROS,2024-06-29,16200,0.0,,,749,MUERTO,0.0,
4716,MEDIA BLANCA MANOA,ROPA Y TEXTIL,2024-08-06,18000,0.0,,,711,MUERTO,0.0,
4718,COCHE BABY ONLY GRIS,COCHES Y PORTEO,2024-10-14,2180000,0.0,,,642,MUERTO,0.0,
4725,COCHE BABY ONLY ROJO,COCHES Y PORTEO,2025-06-09,5836700,0.0,,,404,MUERTO,0.0,
4777,TENA PANTS ULTRA M X 10,OTROS,2024-06-28,76986,0.0,,,750,MUERTO,0.0,
4815,TETERO NOOR MNC 8,BIBERONES Y EXTRACTORES,2024-07-01,3764,0.0,,,747,MUERTO,0.0,
4927,ENTRETENEDOR INFANTEC X 2 BIP 1145,OTROS,2025-12-03,682106,0.0,,,227,MUERTO,0.0,
4931,ENTRETENEDOR BABY COLOR GBC 5203,OTROS,2024-07-01,28987,0.0,,,747,MUERTO,0.0,
4938,TETERO INFANTEC BIP 1140,BIBERONES Y EXTRACTORES,2026-02-20,457200,0.0,,,148,MUERTO,0.0,
5021,TETERO BOOGY 17980,BIBERONES Y EXTRACTORES,2024-07-01,7564,0.0,,,747,MUERTO,0.0,
5028,VASO JUGO BOOGY 16972,ALIMENTOS Y BEBIDAS,2024-07-01,6437,0.0,,,747,MUERTO,0.0,
5120,CONJUNTO AVALON 1085,OTROS,2024-08-06,159800,0.0,,,711,MUERTO,0.0,
5129,CONJUNTO AVALON 1080,OTROS,2024-08-06,239700,0.0,,,711,MUERTO,0.0,
5206,PIJAMA FASHION KIDS 4013,ROPA Y TEXTIL,2024-08-06,48200,0.0,,,711,MUERTO,0.0,
5208,ACEITE JOHNSONS ANTES/DORMIR X 100,OTROS,2024-08-07,150936,0.0,,,710,MUERTO,0.0,
5344,PIJAMA PAULINAS 4076,ROPA Y TEXTIL,2024-10-14,587520,0.0,,,642,MUERTO,0.0,
5350,PIJAMA TATICOS 6003,ROPA Y TEXTIL,2024-10-14,412300,0.0,,,642,MUERTO,0.0,
5442,CONJUNTO AVALON 1097,OTROS,2024-08-06,159800,0.0,,,711,MUERTO,0.0,
5456,CONJUNTO AVALON 1098,OTROS,2024-08-06,239700,0.0,,,711,MUERTO,0.0,
5471,CONJUNTO MAR Y VALE 537,OTROS,2024-08-06,78000,0.0,,,711,MUERTO,0.0,
5472,CONJUNTO BABY TOONS 929,OTROS,2024-08-06,99000,0.0,,,711,MUERTO,0.0,
5494,CAMIBUSO KINDOS KIDS,OTROS,2024-08-06,35530,0.0,,,711,MUERTO,0.0,
5509,CONJUNTO MI ROPITA 705,OTROS,2024-06-29,21200,0.0,,,749,MUERTO,0.0,
5519,SEMANARIO BODY FABY BABYS 0050,ROPA Y TEXTIL,2024-08-07,115000,0.0,,,710,MUERTO,0.0,
5764,COCHE MECEDOR GO PRIORI DIMAR,COCHES Y PORTEO,2024-12-31,576000,0.0,,,564,MUERTO,0.0,
5769,PISCINA INTEX 57114 NP,OTROS,2024-07-01,110500,0.0,,,747,MUERTO,0.0,
5770,PISCINA INTEX 57403 NP,OTROS,2024-07-01,54299,0.0,,,747,MUERTO,0.0,
5774,PISCINA INTEX 57422 NP,OTROS,2024-08-09,253005,0.0,,,708,MUERTO,0.0,
5799,TETERO INFANTEC BIP 1188,BIBERONES Y EXTRACTORES,2024-07-01,6663,0.0,,,747,MUERTO,0.0,
5801,TETERO BABY BLOG BIP 901,BIBERONES Y EXTRACTORES,2024-07-01,4643,0.0,,,747,MUERTO,0.0,
5817,TETERO INFANTEC BIP 1137,BIBERONES Y EXTRACTORES,2024-07-01,18030,0.0,,,747,MUERTO,0.0,
5840,TETERO BOOGY 17336,BIBERONES Y EXTRACTORES,2024-07-01,5444,0.0,,,747,MUERTO,0.0,
5850,TETERO BOOGY 17338,BIBERONES Y EXTRACTORES,2024-07-01,5220,0.0,,,747,MUERTO,0.0,
5852,ENTRETENEDOR BOOGY 18159,OTROS,2024-08-09,27279,0.0,,,708,MUERTO,0.0,
5854,ENTRETENEDOR BOOGY 18157,OTROS,2024-10-14,112000,0.0,,,642,MUERTO,0.0,
5855,ENTRETENEDOR BOOGY 18160,OTROS,2024-08-09,11700,0.0,,,708,MUERTO,0.0,
5937,CONJUNTO MUSAS 3687,OTROS,2024-08-06,116640,0.0,,,711,MUERTO,0.0,
6066,PIJAMA FABY BABYS 224,ROPA Y TEXTIL,2024-08-07,155100,0.0,,,710,MUERTO,0.0,
6072,PIJAMA FABY BABYS 131,ROPA Y TEXTIL,2024-08-07,159900,0.0,,,710,MUERTO,0.0,
6076,SHAMPOO BABY SOFT MANZANILLA X 400+200,HIGIENE PERSONAL,2025-02-05,2422800,0.0,,,528,MUERTO,0.0,
6077,SHAMPOO BABY SOFT NUTRITIVO X400+200,HIGIENE PERSONAL,2025-01-14,2590800,0.0,,,550,MUERTO,0.0,
6078,SHAMPOO BABY SOFT X 800 CABELLO DOCIL,HIGIENE PERSONAL,2025-01-13,2761170,0.0,,,551,MUERTO,0.0,
6080,SHAMPOO BABY SOFT ULTRA PURO X 800,HIGIENE PERSONAL,2025-01-13,7467445,0.0,,,551,MUERTO,0.0,
6081,SHAMPOO BABY SOFT NUTRITIVO X 800,HIGIENE PERSONAL,2025-01-16,6732325,0.0,,,548,MUERTO,0.0,
6082,SHAMPOO BABY SOFT MANZANILLA X800,HIGIENE PERSONAL,2025-01-21,5413300,0.0,,,543,MUERTO,0.0,
6105,CONJUNTO FABY BABYS 0004,OTROS,2024-06-29,21200,0.0,,,749,MUERTO,0.0,
6109,PIJAMA FABY BABYS 108,ROPA Y TEXTIL,2024-06-29,10700,0.0,,,749,MUERTO,0.0,
6112,PRIMER DIA SUAVECITAS 835,OTROS,2024-08-07,161970,0.0,,,710,MUERTO,0.0,
6153,BABITAS X 6 BABY WASHCLOTHS BL 2306-298,OTROS,2024-09-14,1243750,0.0,,,672,MUERTO,0.0,
6214,PIJAMA FABY BABYS 160 163,ROPA Y TEXTIL,2024-08-07,89600,0.0,,,710,MUERTO,0.0,
6222,SHAMPOO BABY SOFT ULTRA PURO 400+ 200,HIGIENE PERSONAL,2025-01-14,3648300,0.0,,,550,MUERTO,0.0,
6283,PANAL BABY SEC ULTRAPROTEC 1 X 30,PAÑALES,2025-03-17,3877065,0.0,,,488,MUERTO,0.0,
6327,TOALLA HAPPY TOYS,OTROS,2024-08-07,743434,0.0,,,710,MUERTO,0.0,
6328,ALMOHADA HAPPY TOYS,OTROS,2024-08-07,62370,0.0,,,710,MUERTO,0.0,
6329,BABITAS HAPPY TOYS,OTROS,2024-08-07,226710,0.0,,,710,MUERTO,0.0,
6336,PIJAMA FABY BABYS 213,ROPA Y TEXTIL,2024-08-07,310200,0.0,,,710,MUERTO,0.0,
6394,TAPETE DIDACTICO FITCH BABY JJ 8819,JUGUETES Y ACCESORIOS,2024-07-01,36775,0.0,,,747,MUERTO,0.0,
6460,TETERO ENTRETENEDOR BOOGY 18415,BIBERONES Y EXTRACTORES,2024-07-01,7600,0.0,,,747,MUERTO,0.0,
6474,TETERO CUCHARA BOOGY 18425,BIBERONES Y EXTRACTORES,2024-07-01,15225,0.0,,,747,MUERTO,0.0,
6476,ENTRETENEDOR CADENA BOOGY 18389,OTROS,2024-08-09,36825,0.0,,,708,MUERTO,0.0,
6478,ENTRETENEDOR CADENA BOOGY 18388,OTROS,2024-08-09,51555,0.0,,,708,MUERTO,0.0,
6488,CUCHARA BOOGY 18421,OTROS,2024-08-09,14730,0.0,,,708,MUERTO,0.0,
6523,CONJUNTO MI ROPITA 710,OTROS,2024-06-29,12900,0.0,,,749,MUERTO,0.0,
6531,PIJAMA FABY BABYS 204,ROPA Y TEXTIL,2024-08-07,253800,0.0,,,710,MUERTO,0.0,
6532,ALMOHADA BEBESITOS 19561 - 12,OTROS,2024-08-06,30798,0.0,,,711,MUERTO,0.0,
6554,TAPETE DIDACTICO FICHT BABY JJ 8820,JUGUETES Y ACCESORIOS,2024-07-01,36682,0.0,,,747,MUERTO,0.0,
6555,GIMNASIO FICHT BABY JJ 8813,JUGUETES Y ACCESORIOS,2024-12-31,750000,0.0,,,564,MUERTO,0.0,
6574,COMEDOR 2 EN 1 BL 2306 - 268,MOBILIARIO INFANTIL,2024-08-13,5909594,0.0,,,704,MUERTO,0.0,
6737,SUDADERA JOGGER PINTIKAS P 202,OTROS,2024-08-06,37060,0.0,,,711,MUERTO,0.0,
6743,VESTIDO JUANCHITO 410,OTROS,2024-08-06,25000,0.0,,,711,MUERTO,0.0,
6759,TOALLA HAPPY TOYS ECONOMICA,OTROS,2024-08-07,107679,0.0,,,710,MUERTO,0.0,
6773,PIJAMA SUAVECITAS 0810 810F,ROPA Y TEXTIL,2024-08-07,141100,0.0,,,710,MUERTO,0.0,
6774,SACO SUAVECITAS 0826,OTROS,2024-08-07,176120,0.0,,,710,MUERTO,0.0,
6785,PIJAMA OFF PRING,ROPA Y TEXTIL,2024-08-06,29750,0.0,,,711,MUERTO,0.0,
6812,CREMA N4 MULTIUSOS X 30,CREMAS Y CUIDADO PIEL,2024-06-28,58956,0.0,,,750,MUERTO,0.0,
6831,VASO DOCTOR BROWNS 9 Y 10 ONZ,OTROS,2024-07-01,25198,0.0,,,747,MUERTO,0.0,
6973,PORTALECHE INFANTEC GB 0519,ALIMENTOS Y BEBIDAS,2024-07-01,9200,0.0,,,747,MUERTO,0.0,
6993,VASO 12 OZ JUGO BOOGY 18634,ALIMENTOS Y BEBIDAS,2024-08-12,201513,0.0,,,705,MUERTO,0.0,
7003,VASO JUGO BOOGY 18723,ALIMENTOS Y BEBIDAS,2024-07-01,19182,0.0,,,747,MUERTO,0.0,
7007,VASO JUGO INFANTEC BIP 1195,ALIMENTOS Y BEBIDAS,2026-02-13,24800,0.0,,,155,MUERTO,0.0,
7009,TRICICLO HAOLAIFU 5588,CAMINADORES Y MONTABLES,2024-08-08,2060000,0.0,,,709,MUERTO,0.0,
7012,CARRO TCI 1156837 MONTABLE 1877,CAMINADORES Y MONTABLES,2024-08-14,525087,0.0,,,703,MUERTO,0.0,
7014,PATINETA 109,CAMINADORES Y MONTABLES,2024-12-31,372000,0.0,,,564,MUERTO,0.0,
7024,PIJAMA OFF PRING,ROPA Y TEXTIL,2024-08-06,66300,0.0,,,711,MUERTO,0.0,
7026,CONJUNTO AVALON 1087,OTROS,2024-08-06,159800,0.0,,,711,MUERTO,0.0,
7056,PISCINA INTEX 57470,OTROS,2025-01-21,692844,0.0,,,543,MUERTO,0.0,
7059,FLOTADOR INTEX 57537,OTROS,2024-08-09,125706,0.0,,,708,MUERTO,0.0,
7065,FLOTADOR INTEX 57539,OTROS,2024-10-14,577044,0.0,,,642,MUERTO,0.0,
7272,CHILLON X 30 ANIMALES MALLA AMP 10,OTROS,2024-08-09,44000,0.0,,,708,MUERTO,0.0,
7281,ESTUCHE ASEO BABY CARE BL 2412+108,ESTUCHES Y KITS REGALO,2025-06-05,8059200,0.0,,,408,MUERTO,0.0,
